,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
617,30,0,1,852,0,10,3,3,3,1,72,2,2,0,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
618,52,0,1,1323,1,2,3,0,3,0,89,2,1,2,4,0,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
619,29,0,1,1283,1,23,3,0,4,1,54,3,1,1,4,0,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
620,40,0,2,692,1,11,3,2,4,0,73,3,2,2,3,1,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4
621,24,0,2,567,1,2,1,2,1,0,32,3,1,1,4,0,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3
622,56,0,1,1400,1,7,3,0,4,1,49,1,3,3,4,0,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2
623,50,0,1,691,1,2,3,1,3,1,64,3,4,7,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
624,34,0,1,1480,0,4,3,0,3,1,64,3,3,0,4,1,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0
625,42,1,2,933,1,19,3,1,3,1,57,4,1,1,3,2,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2
626,28,0,1,866,0,5,3,1,4,1,84,3,2,0,1,0,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3
627,37,0,1,1462,1,11,3,1,1,0,94,3,1,2,3,0,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2
628,34,0,1,678,1,19,3,0,2,0,35,2,1,1,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7
629,53,0,1,661,0,7,2,3,1,0,78,2,3,0,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
630,47,0,1,465,1,1,3,2,1,1,74,3,1,1,4,1,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2
631,21,1,1,1427,1,18,1,5,4,0,65,3,1,1,4,0,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0
632,31,0,2,853,1,1,1,0,3,0,96,3,2,3,1,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3
633,53,1,1,607,1,2,5,2,3,0,78,2,3,3,4,1,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9
634,36,1,1,318,1,9,3,1,4,1,79,2,1,1,3,1,3388,21777,0,1,17,3,1,1,2,0,2,1,0,0,0
635,42,0,1,462,0,14,2,1,3,0,68,2,2,0,3,0,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3
636,29,0,2,410,1,2,1,0,4,0,97,3,1,2,2,1,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2
637,34,0,0,1381,0,4,4,3,3,0,72,3,2,0,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2
638,32,0,0,1109,1,29,4,1,4,0,69,3,1,2,3,0,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7
639,48,0,1,715,1,1,3,0,4,1,76,2,5,7,4,0,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
640,49,0,1,1245,1,18,4,0,4,1,58,2,5,7,3,2,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9
641,33,0,1,924,1,2,3,1,3,1,78,3,1,2,4,0,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0
642,43,0,1,990,1,27,3,2,4,1,87,4,1,2,2,2,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2
643,36,0,2,1480,1,3,2,1,4,1,30,3,1,2,2,0,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2
644,40,0,1,905,1,19,2,1,3,1,99,3,2,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7
645,34,0,1,629,1,27,2,1,4,0,95,3,1,1,2,0,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2
646,41,0,1,549,1,7,2,1,4,0,42,3,2,3,3,0,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1
647,41,0,2,857,1,10,3,0,4,1,91,2,4,4,1,2,17181,12888,4,0,13,3,2,1,21,2,2,7,6,7,7
648,32,0,0,300,1,1,3,0,4,1,61,3,1,2,4,2,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2
649,41,0,1,1411,1,19,2,0,3,1,36,3,2,1,1,2,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
650,27,0,1,1220,1,5,3,0,3,0,85,3,1,1,2,0,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
651,52,0,0,715,1,19,4,1,4,1,41,3,1,1,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
652,38,0,1,849,1,25,2,0,1,0,81,2,3,7,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1
653,30,0,0,111,1,9,3,1,3,1,66,3,2,2,1,2,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10
654,34,0,2,702,1,16,4,0,3,0,100,2,1,1,4,0,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3
655,31,1,1,202,1,8,3,0,1,0,34,2,1,1,2,0,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0
656,28,1,0,1366,1,24,2,2,2,1,72,2,3,6,1,0,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9
657,38,0,1,168,1,1,3,0,3,0,81,3,3,3,3,0,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0
658,30,0,1,1240,2,9,3,4,3,1,48,3,2,8,4,1,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7
659,41,1,1,1356,0,20,2,3,2,0,70,3,1,5,2,0,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2
660,40,0,1,1137,1,1,4,0,1,1,98,3,4,4,1,2,16823,18991,2,0,11,3,1,1,22,3,3,19,7,11,16
661,44,0,1,1459,1,10,4,5,4,1,41,3,2,6,4,1,6465,19121,2,1,13,3,4,0,9,5,4,4,2,1,3
662,56,0,1,718,1,4,4,2,4,0,92,3,5,4,1,2,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2
663,30,0,1,853,1,7,4,0,3,1,49,3,2,2,3,2,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9
664,32,0,0,862,0,2,1,0,3,0,76,3,1,5,1,2,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0
665,37,0,0,1040,1,2,2,0,3,1,100,2,2,6,4,2,5163,15850,5,0,14,3,4,1,17,2,4,1,0,0,0
666,29,0,1,441,1,8,1,5,3,0,39,1,2,6,1,1,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7
667,29,0,1,1086,1,7,1,1,1,0,62,2,1,2,4,2,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3
668,25,0,1,882,1,19,1,1,4,1,67,3,1,2,4,1,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2
669,36,0,1,1278,2,8,3,0,1,1,77,2,1,8,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3
670,46,0,1,526,0,1,2,3,2,0,92,3,3,0,1,2,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7
671,22,1,1,617,1,3,1,0,2,0,34,3,2,3,3,1,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2
672,43,0,1,177,1,8,3,0,1,0,55,3,2,3,2,2,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
673,36,0,1,1174,0,3,4,3,1,0,99,3,2,0,2,0,9278,20763,3,1,16,3,4,0,15,3,3,5,4,0,1
674,38,0,1,395,0,9,3,3,2,1,98,2,1,5,2,1,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2
675,36,0,1,1299,1,27,3,1,3,1,94,3,2,6,3,1,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7
676,48,0,1,1221,0,7,3,3,3,1,96,3,2,0,1,2,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2
677,30,0,1,1092,1,10,3,1,1,0,64,3,3,3,3,0,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2
678,38,0,1,1035,0,3,4,0,2,1,42,3,2,0,4,0,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0
679,34,0,1,419,1,7,4,0,1,0,53,3,3,7,2,0,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11
680,31,1,2,874,1,15,3,1,3,1,72,3,1,2,3,1,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2
681,31,0,1,1222,1,11,4,0,4,1,48,3,1,1,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2
682,52,1,1,266,0,2,1,3,1,0,57,1,5,4,4,1,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9
683,33,1,1,465,1,2,2,0,1,0,39,3,1,2,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
684,39,0,1,835,1,19,4,5,4,1,41,3,2,1,4,2,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2
685,30,0,1,330,2,1,3,0,3,1,46,3,1,8,3,2,2064,15428,0,0,21,4,1,1,6,3,4,5,3,1,3
686,41,1,0,906,1,5,2,0,1,1,95,2,1,1,1,2,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
687,29,1,1,341,0,1,3,1,2,0,48,2,1,5,3,2,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2
688,31,0,2,444,0,5,3,3,4,0,84,3,1,5,2,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
689,19,0,1,265,1,25,3,0,2,0,57,4,1,1,4,0,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1
690,29,0,1,1252,1,23,2,0,3,1,81,4,1,1,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7
691,32,0,1,120,1,6,5,0,3,1,43,3,1,1,3,0,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4
692,41,0,1,802,0,9,1,0,3,1,96,3,3,0,3,2,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7
693,33,0,2,1141,0,1,3,0,3,0,42,4,2,0,1,1,5376,3193,2,0,19,3,1,2,10,3,3,5,3,1,3
694,24,0,1,1353,0,3,2,5,1,0,33,3,2,0,3,1,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2
695,40,0,0,1094,0,28,3,5,3,1,58,1,3,0,1,2,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1
696,18,1,0,247,1,8,1,1,3,1,80,3,1,2,3,0,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0
697,31,0,1,741,1,2,4,0,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3
698,39,1,1,360,1,23,3,1,3,1,93,3,1,1,1,0,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3
699,33,1,1,211,0,16,3,0,1,0,74,3,3,0,1,0,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0
700,35,0,1,992,1,1,3,1,4,1,68,2,1,2,1,0,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2
701,46,0,1,1402,0,2,3,3,3,0,69,3,4,4,1,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9
702,52,0,1,258,1,8,4,5,3,0,54,3,1,2,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4
703,36,0,2,1467,0,11,2,2,2,0,92,3,3,0,4,1,9738,22952,0,0,14,3,3,1,10,6,3,9,7,2,8
704,42,0,0,355,1,10,4,2,3,1,38,3,1,1,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3
705,44,0,1,1112,2,1,4,0,1,0,50,2,2,8,3,0,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
706,19,1,1,489,2,2,2,2,1,1,52,2,1,8,4,0,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0
707,45,0,2,1249,1,7,3,0,1,1,97,3,3,2,1,2,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
708,39,0,1,466,1,1,1,0,4,0,65,2,4,3,4,1,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8
709,59,0,1,818,2,6,2,1,2,1,52,3,1,8,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
710,29,0,1,468,1,28,4,1,4,0,73,2,1,1,1,0,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4
711,35,0,1,982,1,1,4,1,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7
712,24,0,1,771,1,1,2,0,2,1,45,2,2,6,3,0,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2
713,53,0,1,1436,0,6,2,3,2,1,34,3,2,5,3,1,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5
714,32,0,0,1200,1,1,4,2,4,1,62,3,2,1,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2
715,42,0,1,544,2,2,1,2,3,1,52,3,1,8,3,2,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
716,51,0,1,1169,1,7,4,1,2,1,34,2,2,3,3,1,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0
717,50,0,0,145,0,1,3,0,4,0,95,3,2,0,3,1,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13
718,39,0,1,722,0,24,1,3,2,0,60,2,4,0,4,1,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6
719,27,0,1,798,1,6,4,1,1,0,66,2,1,1,3,2,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
720,29,0,1,1378,1,13,2,5,4,1,46,2,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3
721,53,0,1,346,1,6,3,0,4,1,86,3,2,2,4,0,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2
722,51,0,2,541,0,2,3,3,2,1,52,3,3,0,2,1,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2
723,36,0,1,557,0,3,3,1,1,0,94,2,3,0,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4
724,28,1,1,329,1,24,3,1,3,1,51,3,1,2,2,1,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0
725,31,1,2,1060,0,1,3,0,4,0,54,3,1,5,2,0,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2
726,32,0,1,1018,1,2,4,1,1,0,74,4,2,1,4,0,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7
727,46,0,1,1450,1,15,2,0,4,1,52,3,5,7,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
728,29,1,1,805,1,1,2,0,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0
729,18,0,0,1124,1,1,3,0,4,0,97,3,1,2,4,0,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0
730,29,0,1,232,1,19,3,2,4,1,34,3,2,3,4,2,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
731,28,1,1,1475,0,13,2,3,4,0,84,3,2,0,3,0,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2
732,34,0,2,426,1,10,4,0,3,1,42,4,2,3,4,2,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2
733,35,0,1,819,1,18,5,0,2,1,48,4,2,1,1,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10
734,39,0,1,1132,1,1,3,1,3,1,48,4,3,6,4,2,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
735,28,0,1,1144,0,10,1,1,4,1,74,3,1,5,2,1,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0
736,37,0,1,674,1,13,3,1,1,1,47,3,2,1,4,1,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7
737,40,0,1,1416,1,2,2,1,1,1,49,3,5,7,3,2,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9
738,39,0,2,1218,1,1,1,0,2,1,52,3,5,4,3,2,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
739,22,0,1,1230,1,1,2,0,4,1,33,2,2,3,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
740,27,0,1,486,1,8,3,1,2,0,86,4,1,1,3,1,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2
741,31,1,1,359,2,18,5,4,4,1,89,4,1,8,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0
742,31,0,1,1079,0,10,2,1,3,0,86,3,2,0,4,2,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4
743,46,1,1,1254,0,10,3,0,3,0,64,3,3,0,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7
744,27,0,1,591,1,2,1,1,1,1,40,3,1,2,2,1,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2
745,46,1,1,669,0,9,2,1,3,1,64,2,3,0,4,0,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7
746,31,0,1,1276,1,2,1,1,4,0,59,1,1,2,4,2,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0
747,35,0,1,619,0,1,3,3,2,1,85,3,2,0,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
748,24,1,2,1287,1,7,3,0,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2
749,33,0,2,827,1,1,4,5,3,0,84,4,2,6,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2
750,55,0,2,1091,1,2,1,0,4,1,65,3,3,3,2,1,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2
751,21,1,2,756,0,1,1,2,1,0,99,2,1,5,2,0,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
752,39,0,1,408,1,2,4,2,4,0,80,2,2,6,3,0,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10
753,38,0,2,594,1,2,2,1,3,0,75,2,1,2,2,1,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5
754,53,0,1,970,1,7,3,0,3,1,59,4,4,7,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3
755,36,0,0,1434,0,8,4,0,1,1,76,2,3,0,1,0,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9
756,52,0,1,1490,1,4,2,0,4,0,30,3,4,4,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4
757,35,0,1,670,1,10,4,1,1,0,51,3,2,6,3,0,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4
758,35,0,1,1017,1,6,4,0,2,1,82,1,2,1,4,0,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
759,27,0,1,1377,1,11,1,0,2,1,91,3,1,2,1,1,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4
760,36,0,2,541,0,3,4,1,1,1,48,2,3,0,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
761,23,0,1,541,0,2,1,2,3,1,62,3,1,5,1,2,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0
762,45,0,1,252,1,2,3,0,2,0,95,2,1,1,3,0,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0
763,37,0,1,1192,1,5,2,1,4,1,61,3,2,3,4,2,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4
764,34,0,2,735,1,22,4,5,3,1,86,2,2,1,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11
765,28,1,1,1434,1,5,4,2,3,1,50,3,1,2,3,0,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2
766,46,1,1,377,0,9,3,3,1,1,52,3,3,0,4,2,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3
767,35,0,1,776,0,1,4,3,3,1,32,2,2,0,1,0,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8
768,29,1,1,906,1,10,3,0,4,0,92,2,1,1,1,0,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0
769,55,0,1,836,1,8,3,1,4,0,33,3,4,4,3,2,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2
770,46,0,2,1211,0,5,4,3,1,1,98,3,2,0,4,0,5772,20445,4,1,21,4,3,0,14,4,3,9,6,0,8
771,58,1,1,289,1,2,3,2,4,1,51,3,1,1,3,0,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0
772,27,0,1,1167,1,4,2,0,1,1,76,3,1,1,3,2,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3
773,37,1,1,370,1,10,4,1,4,1,58,3,2,3,1,0,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8
774,41,0,1,465,1,14,3,0,1,1,56,3,1,1,3,2,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8
775,40,0,1,302,1,6,3,0,2,0,75,3,4,3,3,0,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13
776,40,0,1,118,0,14,2,0,4,0,84,3,2,0,1,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2
777,39,0,0,792,1,1,3,0,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8
778,31,0,1,1398,2,8,2,1,4,0,96,4,1,8,2,0,2109,24609,9,0,18,3,4,0,8,3,3,3,2,0,2
779,43,0,1,1273,1,2,2,1,4,0,72,4,1,1,3,2,2645,21923,1,0,12,3,4,2,6,3,2,5,3,1,4
780,34,0,1,970,1,8,2,1,2,0,96,3,2,6,3,0,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3
781,30,0,1,1275,1,28,2,1,4,0,64,3,2,1,4,1,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9
782,34,0,1,121,1,2,4,1,3,0,86,2,1,1,1,0,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3
783,45,1,2,306,0,26,4,0,1,0,100,3,2,0,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0
784,35,0,2,482,1,4,4,0,3,1,87,3,2,1,3,0,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1
785,26,0,1,1349,1,23,3,0,1,0,90,3,1,1,4,2,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2
786,41,0,1,427,2,10,4,4,2,1,73,2,5,4,4,2,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6
787,32,0,1,906,0,7,3,0,4,1,91,2,2,0,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
788,30,0,1,1288,0,29,4,2,3,1,33,3,3,0,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3
789,28,1,2,1496,0,1,3,2,1,1,92,3,1,5,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2
790,42,0,2,1474,1,5,2,5,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
791,45,1,1,1449,0,2,3,3,1,0,94,1,5,4,2,0,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11
792,27,0,1,1115,1,3,4,1,1,1,54,2,1,1,4,0,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1
793,31,1,1,1079,0,16,4,3,1,1,70,3,3,0,3,1,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0
794,52,0,1,319,1,3,3,1,4,1,39,2,3,3,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
795,35,1,1,763,0,15,2,1,1,1,59,1,2,0,4,2,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2
796,55,0,1,692,1,14,4,1,3,1,61,4,5,7,2,0,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15
797,38,0,1,322,0,7,2,1,1,0,44,4,2,0,1,2,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
798,35,0,1,755,1,9,4,0,3,1,97,2,2,6,2,0,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
799,36,1,1,1218,0,9,4,0,3,1,82,2,1,5,1,0,3407,6986,7,0,23,4,2,0,10,4,3,5,3,0,3
800,45,0,1,974,1,1,4,1,4,0,91,3,1,2,4,2,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2
801,32,0,1,427,1,1,3,1,1,1,33,3,2,3,4,1,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8
802,34,0,1,254,1,1,2,0,2,1,83,2,1,1,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3
803,34,0,1,1111,0,8,2,0,3,0,93,3,2,0,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2
804,31,1,1,330,1,22,4,1,4,1,98,3,2,3,3,1,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7
805,45,0,1,1385,1,20,2,1,3,1,79,3,4,6,4,1,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
806,26,1,1,1449,1,16,4,1,1,1,45,3,1,2,2,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
807,38,0,0,1327,0,2,2,0,4,1,39,2,2,0,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
808,38,0,1,243,0,7,4,3,4,0,46,2,2,0,4,0,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
809,35,0,1,1137,1,21,1,0,4,0,51,3,2,6,4,1,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7
810,40,0,1,555,1,2,3,1,2,0,78,2,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0
811,56,1,1,310,1,7,2,2,4,1,72,3,1,2,3,1,2339,3666,8,0,11,3,4,1,14,4,1,10,9,9,8
812,43,0,1,531,0,4,4,3,4,0,56,2,3,0,4,0,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17
813,28,0,1,1423,1,1,3,0,1,1,72,2,1,1,3,2,1563,12530,1,0,14,3,4,1,1,2,1,1,0,0,0
814,43,1,1,1372,0,9,3,3,1,0,85,1,2,0,3,0,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3
815,34,0,1,628,1,8,3,1,2,1,82,4,2,2,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2
816,28,0,1,1300,1,17,2,1,3,1,79,3,2,2,1,2,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
817,43,0,0,1344,1,7,3,1,4,1,37,4,1,1,4,2,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2
818,41,1,2,143,0,4,3,3,1,1,56,3,2,0,2,0,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
819,41,0,1,447,1,5,3,0,2,1,85,4,2,6,2,0,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2
820,22,1,1,1294,1,8,1,1,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0
821,33,0,1,922,1,1,5,1,1,0,95,4,4,7,3,2,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5
822,20,1,2,871,1,6,3,0,4,0,66,2,1,2,4,0,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0
823,50,0,1,1126,1,1,2,1,4,1,66,3,4,7,4,2,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3
